CD3.CD4,CD3.CD4.FOXP3,CD3.CD8
0,0,0
0,0,0
0,0,0
0,0,0
0,1.5772446993276317,0
0,0,0
0,2.7761800541324906,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1.595758673144278,0
0,0,0
0,1.3388386938544452,0
0,2.0419347836889203,0
0,0,0
1.8404028719210914,0,0
0,0,0
1.67931965548425,3.3932784406414926,0
1.951136337553168,0,0
1.3768429069293548,1.9967616565743826,0
