SampleMarker,Sample,Marker,Theta,Median,Mean,Max,MaxN,MinP
mel_2:B2M,mel_2,B2M,7.0022850000000005,9.68852,10.455881768046176,75.012200000000007,7.000000000000001,7.004569999999999
mel_2:B7H3,mel_2,B7H3,6.002275000000001,7.30612,8.29222498563033,97.12120000000002,6.000000000000001,6.00455
mel_2:CD14,mel_2,CD14,41.00345,9.75556,13.498541124003673,123.08200000000001,41,41.0069
mel_2:CD163,mel_2,CD163,29.937066321939852,6.513273608993717,9.555706686652222,111.79169372699398,29.866332643879705,30.007800000000003
mel_2:CD20,mel_2,CD20,9.940986501127085,0.8250001535126343,1.087810880312341,108.98582704092213,11.876513002254171,8.00546
mel_2:CD25,mel_2,CD25,12.061278597506023,3.3235310982192905,3.7461024465989485,66.63159267643589,13.115757195012046,11.0068
mel_2:CD27,mel_2,CD27,12.003050000000002,5.471765,7.76006459798094,186.19999999999996,12.000000000000002,12.0061
mel_2:CD3,mel_2,CD3,12.033960450895883,2.806682531205169,6.959080030696785,116.494,14.063520901791767,10.0044
mel_2:CD4,mel_2,CD4,11.77979802017925,3.678063670228507,5.134434808991673,52.460295000681796,13.553596040358498,10.006
mel_2:CD45,mel_2,CD45,27.364022605497354,12.085517371858412,15.356546760128483,120.4502056570257,28.72094521099471,26.007099999999998
mel_2:CD56,mel_2,CD56,6.325022733900539,2.8291126246600244,3.116642571529377,120.37726244788902,6.643835467801078,6.00621
mel_2:CD68,mel_2,CD68,3.0043100000000003,0.013333300000000001,0.23141377176993333,43.1515,3.0000000000000004,3.00862
mel_2:CD8,mel_2,CD8,23.98436493716806,5.171426272387391,9.660015618317159,98.66316492773119,23.96342987433612,24.0053
mel_2:DAPI,mel_2,DAPI,28.5625,90.60624999999999,95.8122204619066,242.114,0,28.5625
mel_2:FOXP3,mel_2,FOXP3,5.00376,0.57764,0.904439691329058,66.197,5,5.00752
mel_2:ICOS,mel_2,ICOS,8.002185,1.3259481001067845,2.9238410950080844,79.81330916085219,8,8.00437
mel_2:IDO1,mel_2,IDO1,8.29583273382677,2.3529446536245127,2.5171782481597917,64.0454690259044,8.583335467653542,8.00833
mel_2:KI67,mel_2,KI67,11.003900000000002,2.125,5.866583694247049,197.704,11.000000000000002,11.0078
mel_2:LAG3,mel_2,LAG3,3.996810985560474,0.960000194644614,1.2527452305616051,72.38407037575598,3.9890719711209486,4.00455
mel_2:MHCI,mel_2,MHCI,30.002950000000002,34.4725,34.74840691772941,163.139,30.000000000000004,30.0059
mel_2:MHCII,mel_2,MHCII,7.003145,6.5082,8.402727977150521,110.7,7.000000000000001,7.00629
mel_2:MRC1,mel_2,MRC1,6.997620062784656,1.492750235526708,2.874620834885168,176.1234738151993,6.9900001255693125,7.00524
mel_2:PCK26,mel_2,PCK26,8.893275,0,0.003554941612519718,98.7949,8.74545,9.0411
mel_2:PD1,mel_2,PD1,3.9996125727399043,0.5988370511097265,0.9346912691011611,152.11925637105523,3.9928551454798087,4.00637
mel_2:PDL1,mel_2,PDL1,0.9975486869969853,0.008130111641614007,0.08303304745879468,46.72681810909175,0.9896373739939706,1.00546
mel_2:S100B,mel_2,S100B,7.995431230142168,1.2881364173725702,3.739858282076091,241.8867879670955,7.9859124602843385,8.00495
mel_2:SOX10,mel_2,SOX10,6.00249,0.802083,1.6863780957732992,67.4146,6.000000000000001,6.00498
mel_2:TGM2,mel_2,TGM2,5.661275069575786,1.1736104325354528,1.4535602022301193,37.108772419329036,6.315790139151572,5.00676
mel_2:TIM3,mel_2,TIM3,30.002350000000003,15.3115,18.453038708579413,139.107,30.000000000000004,30.004700000000003
