Sample,Spot,MarkerPos,MarkerNeg,auc,thetaOpt,specOpt,sensOpt,precOpt,accOpt,theta0,thetaOrig,spec0,sens0,prec0,acc0,F1,F0
mel_10,1,SOX10,CD56,0.6367333865750766,15.5353,0.5176666204794236,0.6831330663106364,0.3060207336523126,0.5569526627218935,2.7767072991400332,8.001895000000001,0.9469308576971041,0.1375166889185581,0.44653179190751446,0.7547548605240912,0.42269034834090596,0.21027560394692074
mel_10,1,SOX10,CD14,0.7893439608916185,12.1721,0.7539503386004515,0.7763910556422257,0.931960049937578,0.772189349112426,2.7767072991400332,8.001895000000001,0.12020316027088036,0.9377275091003641,0.8222754217966256,0.7846576500422654,0.8470921985815604,0.8762147716229348
mel_10,1,SOX10,CD163,0.8512419033487,10.19375,0.8633093525179856,0.7840092699884125,0.9834302325581395,0.7909974640743872,2.7767072991400332,8.001895000000001,0.2446043165467626,0.9434530706836617,0.9281805745554036,0.8818681318681318,0.8724693745970342,0.9357545109757499
mel_10,1,SOX10,CD3,0.8974947265382244,8.252845,0.9647266313932981,0.8017309205350118,0.9972039703620859,0.8114961961115807,2.7767072991400332,8.001895000000001,0.2998236331569665,0.9413285377093402,0.9547423620611035,0.9028951817413355,0.8888473520249222,0.9479880015846963
mel_10,2,SOX10,CD56,0.5629323426365203,18.71715,0.402506450423885,0.7525389786868831,0.7644580063934903,0.6546784830997526,2.7767072991400332,8.001895000000001,0.9572429045337265,0.040909741095694466,0.7114427860696517,0.2970939818631492,0.7584516687090032,0.07737048559448127
mel_10,2,SOX10,CD14,0.8096009649068432,11.79205,0.7861983980283426,0.7996535082291796,0.9490380378910266,0.7974031327287716,2.7767072991400332,8.001895000000001,0.06284658040665435,0.9628758816978097,0.8364867770371963,0.8123454245671888,0.8679650772330423,0.8952424782833803
mel_10,2,SOX10,MRC1,0.8170635304007959,9.928335,0.8223748773307163,0.7959700633275762,0.9744854806879053,0.7987427864798021,2.7767072991400332,8.001895000000001,0.09421000981354269,0.9647668393782384,0.9007740270909482,0.873351195383347,0.8762278978388996,0.9316728748540614
mel_10,2,SOX10,CD3,0.9111198622095238,9.986725,0.960482985729967,0.8020015921755942,0.994920993227991,0.8168796372629843,2.7767072991400332,8.001895000000001,0.1877058177826564,0.9737291026953259,0.9204472156525478,0.8999381698268755,0.8881052830426296,0.9463387676153634
mel_10,3,SOX10,CD14,0.7822377675142549,10.665600000000001,0.8818818818818819,0.6981867226135171,0.9517875383043922,0.7405143582055126,2.7767072991400332,8.001895000000001,0.11661661661661661,0.9150307208152255,0.7757591157413289,0.7310575481490024,0.8054979253112033,0.8396589658965897
mel_10,3,SOX10,CD163,0.8049296146201375,6.96353,0.9116179615110478,0.6876719867914144,0.9757907067551738,0.7239072771306654,2.7767072991400332,8.001895000000001,0.16250890947968638,0.9212988442487617,0.850717824926947,0.7985238150155691,0.8067796610169491,0.8846026818151793
mel_10,3,SOX10,MRC1,0.7976528237843222,7.86086,0.9299674267100977,0.6697568184871692,0.9830408203510156,0.7066082343443663,2.7767072991400332,8.001895000000001,0.15472312703583063,0.9180437995431949,0.8681234912971668,0.8099411832545266,0.7967076873901231,0.8923860519785817
