SampleMarker,Sample,Marker,Theta,Median,Mean,Max,MaxN,MinP
mel_16:B2M,mel_16,B2M,7.004760000000001,4.0625,5.772718269766868,53.3333,7.000000000000001,7.00952
mel_16:B7H3,mel_16,B7H3,8.004629999999999,17.3067,17.90821746466017,76.6613,8,8.00926
mel_16:CD14,mel_16,CD14,4.003165,0.666667,1.3261042070173923,52.1186,4,4.00633
mel_16:CD163,mel_16,CD163,7.507618333333333,1.5390641403308407,2.2679410967630567,47.507670206870294,7.986666666666667,7.028569999999999
mel_16:CD20,mel_16,CD20,9.614559308947637,0.7272731305677259,0.9692223799507687,23.741098836937724,9.211918617895272,10.0172
mel_16:CD25,mel_16,CD25,5.817474980501666,0.043165483955417756,0.27135722713604504,20.81706818529418,5.623189961003334,6.01176
mel_16:CD27,mel_16,CD27,7.005265,2.88889,3.533238617640722,48.3281,7,7.01053
mel_16:CD3,mel_16,CD3,5.884735870149685,0.19186030345167365,1.240822993675895,44.58383694191019,5.7464817402993695,6.02299
mel_16:CD4,mel_16,CD4,4.18095906112363,1.2241344472059046,2.625244437530122,35.08451296926718,4.352698122247261,4.00922
mel_16:CD45,mel_16,CD45,10.929969388864198,2.3418826303095774,5.4686519215362885,83.71294885181365,10.845838777728398,11.0141
mel_16:CD56,mel_16,CD56,8.951930319498915,3.753090073053976,4.401376904920242,56.225553005690614,8.882350638997831,9.02151
mel_16:CD68,mel_16,CD68,6.0049,1.2549,1.5137093656539615,43.0521,6,6.0098
mel_16:CD8,mel_16,CD8,6.934780863308897,0.7083333382464688,1.0100297077493607,52.69921856646144,6.855071726617795,7.0144899999999994
mel_16:DAPI,mel_16,DAPI,28.5789,83.4615,86.88777899757412,220.472,0,28.5789
mel_16:FOXP3,mel_16,FOXP3,2.994325,0.4857139999999999,0.6900000446852514,58.1809,2.97436,3.0142900000000004
mel_16:ICOS,mel_16,ICOS,2.97765173490799,0.9319154889786612,1.2707489340722709,41.50000800026302,2.9452034698159797,3.0101
mel_16:IDO1,mel_16,IDO1,2.003875,0.7071427419472932,0.7928729826339141,27.487826683935612,2,2.00775
mel_16:KI67,mel_16,KI67,11.004100000000001,4.16883,12.933345596414622,169.4,11,11.0082
mel_16:LAG3,mel_16,LAG3,2.9622646145849756,0.34090901235917725,0.39064197009081797,68.17326566218,2.894229229169951,3.0303
mel_16:MHCI,mel_16,MHCI,7.00347,2.74468,5.323276900575634,75.9394,7.000000000000001,7.00694
mel_16:MHCII,mel_16,MHCII,6.004545,0.00961538,2.0283054696690104,132.415,6,6.00909
mel_16:MRC1,mel_16,MRC1,12.556406929494717,0.4534161746456659,1.8965129142824726,91.44188307267841,13.100013858989433,12.012799999999999
mel_16:PCK26,mel_16,PCK26,9.068185,0,0.31850116390280003,75.2821,8.9697,9.16667
mel_16:PD1,mel_16,PD1,0.9967606870836618,0.34657041662224947,0.4055024343636433,146.85902474206543,0.9861113741673239,1.00741
mel_16:PDL1,mel_16,PDL1,0.9859732296168395,0.043209939386376454,0.08688552754530912,16.623053100457852,0.9595964592336789,1.01235
mel_16:S100B,mel_16,S100B,20.901370424884032,28.3483,27.54038751585148,166.18288942650523,20.794240849768062,21.0085
mel_16:SOX10,mel_16,SOX10,3.0049,3.35443,3.769733243748201,89.0625,3.0000000000000004,3.0098
mel_16:TGM2,mel_16,TGM2,5.98945348220113,0.29411790798940224,0.4781465081738098,36.92592391632603,5.96482696440226,6.01408
mel_16:TIM3,mel_16,TIM3,9.0027450000000009,4.816,7.284479083960363,92.1807,9,9.00549
