SampleMarker,Sample,Marker,Theta,Median,Mean,Max,MaxN,MinP
mel_15:B2M,mel_15,B2M,9.00239,8.720545,9.061006085822543,71.9694,9,9.00478
mel_15:B7H3,mel_15,B7H3,11.0033,13.1462,13.974229551620002,87.1238,11.000000000000002,11.006599999999999
mel_15:CD14,mel_15,CD14,7.003400000000001,3.74026,4.915521749080548,65.191,7.000000000000001,7.0068
mel_15:CD163,mel_15,CD163,20.800592256707727,4.560557673299368,10.095557690157017,119.22254582570991,22.590384513415454,19.0108
mel_15:CD20,mel_15,CD20,8.334219375403741,1.7040422297609017,2.5803268346049455,41.248084144010406,9.658538750807482,7.0099
mel_15:CD25,mel_15,CD25,1.9838344871255598,0.013333310841689398,0.15898872772283396,43.03752120805311,1.9603189742511193,2.00735
mel_15:CD27,mel_15,CD27,6.0040000000000004,4.52137,6.392021453515552,111.889,6.000000000000001,6.008
mel_15:CD3,mel_15,CD3,8.742396780826986,10.9535,10.886935047962746,116.37601067381715,11.475443561653972,6.00935
mel_15:CD4,mel_15,CD4,8.757361548590815,3.8238824702309113,5.167316639850757,38.03958891153847,9.506173097181632,8.00855
mel_15:CD45,mel_15,CD45,19.00385,22.386627103736636,22.201589863058093,100.27774266205584,19,19.0077
mel_15:CD56,mel_15,CD56,5.798726781755768,1.6465831143262313,2.1078632911930852,59.92145646194613,7.590363563511536,4.00709
mel_15:CD68,mel_15,CD68,14.004850000000001,1.9310300000000002,4.453291434108529,213.97,14.000000000000002,14.0097
mel_15:CD8,mel_15,CD8,21.179059147709573,11.693378729274515,17.4105976334388,98.91432035051582,23.349218295419142,19.0089
mel_15:DAPI,mel_15,DAPI,28.5614,70.19475,71.14689980037876,167.289,0,28.5614
mel_15:FOXP3,mel_15,FOXP3,2.003595,0.125,0.3789761920961082,53.5075,2,2.00719
mel_15:ICOS,mel_15,ICOS,5.002825,1.6043545323716362,2.189614030304813,47.69231172608447,5,5.00565
mel_15:IDO1,mel_15,IDO1,6.847617413064953,1.6395316777017188,1.753107570820465,39.27585699567454,6.6666648261299075,7.028569999999999
mel_15:KI67,mel_15,KI67,5.00769,1.66667,2.1525175453933563,204.597,5,5.01538
mel_15:LAG3,mel_15,LAG3,2.2295824450222614,0.6809817807893236,0.7940513023200826,56.76773517683779,2.4502348900445226,2.00893
mel_15:MHCI,mel_15,MHCI,10.0031,13.3198,15.520375727548583,117.673,10.000000000000002,10.0062
mel_15:MHCII,mel_15,MHCII,5.003760000000001,2.624465,4.1572320720456055,124.839,5.000000000000001,5.00752
mel_15:MRC1,mel_15,MRC1,16.139445968131504,3.1544397452998925,6.622001351065691,99.31373605644201,19.270591936263006,13.008300000000002
mel_15:PCK26,mel_15,PCK26,9.0765,0,0.31782549962404666,111.79999999999998,8.94681,9.20619
mel_15:PD1,mel_15,PD1,3.00331,3.428570024596728,3.18141149330144,25.21486496032577,5,1.00662
mel_15:PDL1,mel_15,PDL1,0.9963606844578126,0.005952370367763712,0.03153501013205859,12.388876562114502,0.9814813689156251,1.01124
mel_15:S100B,mel_15,S100B,5.987683473036527,0.7460316921713224,1.5085296725920316,252.30158727370636,5.966666946073054,6.0087
mel_15:SOX10,mel_15,SOX10,8.03077,0.938272,1.0277705549250993,16.1724,8,8.06154
mel_15:TGM2,mel_15,TGM2,8.000183333333334,0.8098585525469462,2.314457367762425,159.63901389659603,7.992906666666667,8.00746
mel_15:TIM3,mel_15,TIM3,12.00355,10.74035,12.166427819103923,242.267,12.000000000000002,12.0071
