SampleMarker,Sample,Marker,Theta,Median,Mean,Max,MaxN,MinP
mel_21:B2M,mel_21,B2M,8.002855,12.1226,12.994358718759791,66.5938,8,8.00571
mel_21:B7H3,mel_21,B7H3,6.002890000000001,16.1875,19.37168375545965,137.894,6.000000000000001,6.00578
mel_21:CD14,mel_21,CD14,17.00355,3.92437,6.676626635616852,143.797,17,17.0071
mel_21:CD163,mel_21,CD163,16.941399467815582,4.51110990014114,7.4053001406483325,114.50415772485454,16.874998935631165,17.0078
mel_21:CD20,mel_21,CD20,15.858520278510458,2.779144110034213,4.603465217838654,79.67645955455365,17.712140557020916,14.0049
mel_21:CD25,mel_21,CD25,9.969954661476677,1.7394940916354453,2.2233787974485146,40.59301844788079,9.923809322953355,10.0161
mel_21:CD27,mel_21,CD27,16.0038,10.15,12.903023161864803,125.367,16,16.0076
mel_21:CD3,mel_21,CD3,7.998004171674951,1.376966469508421,6.339571147453608,174.37884012652603,7.991378343349901,8.00463
mel_21:CD4,mel_21,CD4,17.517829383469753,5.505262004745177,8.194714052393838,43.25863206584117,19.0285587669395,16.0071
mel_21:CD45,mel_21,CD45,19.92753732753105,15.59402709886688,19.004177140250142,84.7142857142857,19.845074655062096,20.01
mel_21:CD56,mel_21,CD56,2.997059751367746,0.12408748096724002,0.4947984672170612,62.88234212319065,2.987179502735492,3.00694
mel_21:CD68,mel_21,CD68,11.003700000000002,2.2380999999999998,3.3501412327272146,89.21329999999999,11.000000000000002,11.0074
mel_21:CD8,mel_21,CD8,12.295071548533128,1.1720405688895568,3.8005086099280465,70.69693164774871,12.581143097066256,12.009
mel_21:DAPI,mel_21,DAPI,28.5625,83.8182,89.83156474958547,225,0,28.5625
mel_21:FOXP3,mel_21,FOXP3,3.0025,0.222222,0.8614673533637172,90.2389,3,3.005
mel_21:ICOS,mel_21,ICOS,8.311648697276539,1.9611640316570402,4.458675631622864,113.15271229272939,8.61764739455308,8.00565
mel_21:IDO1,mel_21,IDO1,16.933047033704803,3.3666675956823426,4.457104724777245,132.81122333453095,16.849994067409604,17.0161
mel_21:KI67,mel_21,KI67,8.00338,2.63265,6.505125960803965,188.885,8,8.00676
mel_21:LAG3,mel_21,LAG3,4.002068342634058,0.32835815442790395,0.7166657719982448,59.02684239729508,3.997236685268117,4.0069
mel_21:MHCI,mel_21,MHCI,11.0049,52.425,53.28347624654312,200.588,11,11.0098
mel_21:MHCII,mel_21,MHCII,12.00315,5.727269999999999,11.284372947860277,180.96,12,12.0063
mel_21:MRC1,mel_21,MRC1,14.711098397451693,2.049504143586195,3.5218354228273876,158.2176000018992,15.415396794903383,14.0068
mel_21:PCK26,mel_21,PCK26,9.28276,0,0.021903390635953063,79.881,8.71724,9.84828
mel_21:PD1,mel_21,PD1,3.2821566754573364,0.9285694430323137,1.243174990981382,50.5096442399449,3.560343350914673,3.00397
mel_21:PDL1,mel_21,PDL1,1.0027599999999999,0.1142855057018719,0.32074050638402074,44.52677372850685,1,1.00552
mel_21:S100B,mel_21,S100B,38.98313152548219,13.86313301843458,26.538842687400535,177.71156656828094,38.96116305096439,39.0051
mel_21:SOX10,mel_21,SOX10,3.003595,0.895238,4.564649219025092,92.0588,3,3.00719
mel_21:TGM2,mel_21,TGM2,10.91988786299067,3.30322569251349,3.7398470914844646,72.41562332507611,10.833375725981341,11.0064
mel_21:TIM3,mel_21,TIM3,12.003250000000001,10.8857,13.78977206933922,148.661,12.000000000000002,12.0065
