SampleMarker,Sample,Marker,Theta,Median,Mean,Max,MaxN,MinP
mel_4:B2M,mel_4,B2M,1.00244,0.5,1.4323544122398169,47.3168,1,1.00488
mel_4:B7H3,mel_4,B7H3,2.0028550000000003,1.48333,2.466236921509665,39.8804,2,2.00571
mel_4:CD14,mel_4,CD14,8.004950000000001,1.94521,2.9589877599146086,75.4872,8,8.0099
mel_4:CD163,mel_4,CD163,13.712260591342757,2.7681415504171474,3.4339011254709355,76.5,14.416221182685511,13.008300000000002
mel_4:CD20,mel_4,CD20,4.933098536313777,0.2500003110118396,0.5513439438646123,45.09345034958755,5.851487072627553,4.01471
mel_4:CD25,mel_4,CD25,11.526419909407629,0.5369455669741199,1.0236629799140426,51.09917904762593,12.045439818815257,11.0074
mel_4:CD27,mel_4,CD27,9.004065,1.16807,2.8333828352023094,103.95499999999998,9,9.00813
mel_4:CD3,mel_4,CD3,6.535094335461759,0.3909775362823921,2.4257461363830206,67.55123951668362,7.058138670923516,6.01205
mel_4:CD4,mel_4,CD4,8.426768906074422,0.7872030039044611,2.1871867146812107,41.920452612281096,10.847437812148844,6.0061
mel_4:CD45,mel_4,CD45,12.720669320546381,3.9372631115203705,6.788029513616959,65.69090483587956,13.428538641092764,12.012799999999999
mel_4:CD56,mel_4,CD56,4.992295929123834,2.0504806217960296,2.2769174109689967,80.60355358133422,4.978571858247669,5.00602
mel_4:CD68,mel_4,CD68,2.002345,0.583333,0.7060160107703255,55.9385,2,2.00469
mel_4:CD8,mel_4,CD8,10.139133769441948,0.3908047207510086,0.9609061012372445,44.04530368011393,10.264967538883896,10.0133
mel_4:DAPI,mel_4,DAPI,28.5625,65.46934999999999,74.44492014358032,246.015,0,28.5625
mel_4:FOXP3,mel_4,FOXP3,2.0036750000000003,0.037037,0.21021483017033277,43.9254,2,2.00735
mel_4:ICOS,mel_4,ICOS,5.6452852563077265,0.892019386737241,1.3236130398548314,66.85709080912179,6.283580512615452,5.00699
mel_4:IDO1,mel_4,IDO1,6.00224,3.225952878338023,3.395165540843106,61.55462841539847,5.999999999999999,6.00448
mel_4:KI67,mel_4,KI67,10.0032,2.58333,7.346645859046281,191.463,10,10.0064
mel_4:LAG3,mel_4,LAG3,1.002705,0.21176440841182698,0.26468744286743934,16.221608643706823,1,1.00541
mel_4:MHCI,mel_4,MHCI,4.002425000000001,2.9852049999999997,4.793988375938136,81.9444,4,4.00485
mel_4:MHCII,mel_4,MHCII,23.00345,0.705263,4.928797076802861,128.5,23,23.006899999999998
mel_4:MRC1,mel_4,MRC1,10.930270941312934,1.1199983228284545,1.6661805689913396,104.59175579576846,10.84874188262587,11.0118
mel_4:PCK26,mel_4,PCK26,9.786735,0,9.26052351330415e-4,13.5301,8.61667,10.9568
mel_4:PD1,mel_4,PD1,1.0033349999999999,0.041509448060052814,0.1073949959774645,12.885923984481884,1,1.00667
mel_4:PDL1,mel_4,PDL1,0.9611138291871549,0.005154634522462127,0.023633659521328208,71.14286542190682,0.9171976583743098,1.00503
mel_4:S100B,mel_4,S100B,6.349618072380354,18.978910707044815,25.014021882585496,222.17398766479386,6.691176144760706,6.00806
mel_4:SOX10,mel_4,SOX10,2.00345,6.555560000000001,6.209093693526725,30.1923,2,2.0069
mel_4:TGM2,mel_4,TGM2,5.414697558249676,2.20399725208331,2.3585081630291196,28.044759516303355,5.823105116499353,5.00629
mel_4:TIM3,mel_4,TIM3,8.003165,4.65574,6.9825137012070115,124.209,8,8.00633
