Sample,Spot,MarkerPos,MarkerNeg,auc,thetaOpt,specOpt,sensOpt,precOpt,accOpt,theta0,thetaOrig,spec0,sens0,prec0,acc0,F1,F0
mel_9,1,SOX10,CD14,0.638676417361412,3.208815,0.8919459729864933,0.34894091415830547,0.8787198203256598,0.5163479333744602,2.7768226179475715,8.002825,0.6323161580790395,0.5424749163879599,0.7679924242424242,0.5701727328809377,0.49952122566230456,0.6358290866326931
mel_9,1,SOX10,CD4,0.596689204858731,5.92761,0.9913793103448276,0.20008643042350907,0.9830148619957537,0.4265885256014806,2.7768226179475715,8.002825,0.5926724137931034,0.5211754537597234,0.7613636363636364,0.5416409623689081,0.3324955116696589,0.6187788609543355
mel_9,1,SOX10,CD163,0.5746272355220516,3.3019600000000002,0.8946684005201561,0.28487666801455724,0.896880967536601,0.4295188155459593,2.7768226179475715,8.002825,0.576072821846554,0.5086938940558027,0.7941919191919192,0.5246761258482419,0.4324075494859599,0.6201626817845699
mel_9,1,SOX10,CD3,0.6212821546708314,3.57579,0.9600925390399074,0.23890641430073606,0.9427385892116182,0.4312152991980259,2.7768226179475715,8.002825,0.6310005783689995,0.5320715036803365,0.7986111111111112,0.5584515731030228,0.38120805369127514,0.638646977155118
mel_9,2,SOX10,CD4,0.6623671008557982,3.3545049999999996,0.9532237673830595,0.3632921482662415,0.9426059979317477,0.5526992287917738,2.7768226179475715,8.002825,0.7159713442899284,0.5217218015145476,0.7952612393681653,0.5840887565958598,0.5244533947065593,0.6300842358604092
mel_9,2,SOX10,CD163,0.6379484959238458,3.3458000000000006,0.93891973750631,0.33733826247689463,0.9378211716341213,0.4985793532674875,2.7768226179475715,8.002825,0.7026754164563351,0.49963031423290205,0.8210814094775213,0.5540522256798809,0.4961935834692767,0.6212364973569295
mel_9,2,SOX10,CD14,0.6294156081902955,3.674505000000001,0.9889025893958077,0.2910383081989946,0.9893930465527401,0.44418887836557974,2.7768226179475715,8.002825,0.6991368680641183,0.4860461085110071,0.8517618469015796,0.5328101745365985,0.4497723010983123,0.6189162344112128
mel_9,2,SOX10,CD3,0.6804524370563251,3.35535,0.9556188925081434,0.36940222897669706,0.9435817805383023,0.5641997023406846,2.7768226179475715,8.002825,0.7276058631921825,0.5315096251266465,0.7967800729040098,0.5966716276552564,0.5309450997524392,0.6376564969004498
mel_9,3,SOX10,CD4,0.6058537934686704,3.581235,0.9528795811518325,0.28780395136778114,0.9033989266547406,0.5505630889450701,2.7768226179475715,8.002825,0.6256544502617801,0.5174772036474165,0.6791323859386686,0.5602160422891289,0.436536522114969,0.5873854447439354
mel_9,3,SOX10,CD163,0.5859408008935446,3.58904,0.9427792915531336,0.2481656611772379,0.9119233073696824,0.45322914272581016,2.7768226179475715,8.002825,0.6228104320747373,0.49600521767487366,0.7584143605086013,0.5334405883704896,0.39015637016149707,0.599763406940063
mel_9,3,SOX10,CD14,0.5993669243066454,3.3498249999999996,0.9151219512195122,0.27886349969933855,0.9142434696895022,0.42875201103194666,2.7768226179475715,8.002825,0.6434146341463415,0.4930847865303668,0.8177511842433308,0.5284991955872214,0.42737011864992513,0.6152114789458877
mel_9,3,SOX10,CD3,0.6263867852573805,3.4577849999999994,0.9402413894612893,0.30895381715362863,0.8897937024972855,0.5553895656170995,2.7768226179475715,8.002825,0.6408595819841036,0.5261074458058436,0.6958364497631513,0.570903240634337,0.4586539806911991,0.5991841992271361
mel_9,4,SOX10,CD163,0.7149770996177454,5.104165,0.9557956777996071,0.45507584597432904,0.9873417721518988,0.5134577940671172,2.7768226179475715,8.002825,0.555992141453831,0.6937637754440555,0.9221092538342237,0.6777001488947428,0.6230031948881789,0.791802308375259
mel_9,4,SOX10,CD4,0.7496214968424235,6.7466349999999995,0.9875518672199171,0.4499806875241406,0.9965782720273738,0.5093345550337877,2.7768226179475715,8.002825,0.6141078838174274,0.69924037594953,0.9358952266069275,0.6898407971595465,0.620010643959553,0.8004421518054532
mel_9,4,SOX10,CD14,0.6917785933003162,6.008335000000001,0.9813953488372092,0.4347019539945585,0.9965976750779699,0.47508876417363416,2.7768226179475715,8.002825,0.5162790697674419,0.6790749443482562,0.9462347061864553,0.6670484480586416,0.6053560664772238,0.7906976744186047
mel_9,4,SOX10,CD3,0.7630620188910178,7.186075,0.980544747081712,0.45112293911463064,0.994277539341917,0.5134577940671172,2.7768226179475715,8.002825,0.6517509727626459,0.7068674542386083,0.9383077718421506,0.7003779635780552,0.6206465440257188,0.8063083074189249
mel_9,5,SOX10,CD163,0.8134213831621542,7.303775,0.9611021069692058,0.6600101368474405,0.996327467482785,0.6777332570120206,2.7768226179475715,8.002825,0.4878444084278768,0.8271667511403953,0.9627182633317601,0.8071932837244801,0.7940243902439024,0.8898097159369717
mel_9,5,SOX10,CD4,0.8369636049874697,7.839955,0.9950331125827815,0.6595464668961328,0.9995397361153728,0.6788780767029193,2.7768226179475715,8.002825,0.543046357615894,0.8301275561854626,0.9674374705049552,0.813585193665331,0.7947060258599659,0.8935381933093602
mel_9,5,SOX10,CD14,0.778314699096127,6.4831199999999995,0.9633802816901409,0.6469833119383825,0.998019801980198,0.6576989124212936,2.7768226179475715,8.002825,0.37464788732394366,0.8150488792337316,0.9738084001887682,0.8001335622972715,0.7850467289719626,0.8873837553082835
mel_9,5,SOX10,CD3,0.8352404791703916,8.0445,0.9787581699346405,0.6583586626139818,0.9980033788972508,0.6770654455256631,2.7768226179475715,8.002825,0.565359477124183,0.8318135764944276,0.9686172722982539,0.8162564396107613,0.7933581588425616,0.8950179875722228
mel_9,6,SOX10,CD4,0.7042138948974677,3.71517,0.9737335834896811,0.4634771465185818,0.9914712153518124,0.5307207318580789,2.7768226179475715,8.002825,0.6969981238273921,0.6044425459205468,0.9292907180385289,0.6166398813203116,0.6316708713370851,0.7324648434129929
mel_9,6,SOX10,CD163,0.7037168690572916,7.449495000000001,0.9852150537634409,0.4175629680054459,0.9964262508122157,0.469773766843862,2.7768226179475715,8.002825,0.7096774193548387,0.5925119128658952,0.9527145359019265,0.6032884163679071,0.5885061882375515,0.7306304037605978
