SampleMarker,Sample,Marker,Theta,Median,Mean,Max,MaxN,MinP
mel_6:B2M,mel_6,B2M,5.002415000000001,5,5.4813314280013214,48.1528,5.000000000000001,5.00483
mel_6:B7H3,mel_6,B7H3,5.002525,3.26804,3.9284205289925924,47.2885,5.000000000000001,5.00505
mel_6:CD14,mel_6,CD14,14.0032,1.1935500000000001,2.8974329838369495,87.9753,14.000000000000002,14.0064
mel_6:CD163,mel_6,CD163,10.913828719336689,0.5760874970918685,1.3356467388717568,76.24830182397314,10.819157438673376,11.0085
mel_6:CD20,mel_6,CD20,4.299351412257803,0.0497925040709776,0.3783847007695954,92.73667899039626,4.585712824515606,4.01299
mel_6:CD25,mel_6,CD25,6.983715979553523,2.7777755307362892,2.8571817762316933,65.48180532038248,6.9608919591070455,7.00654
mel_6:CD27,mel_6,CD27,11.003499999999999,2.875,3.479035177704735,118.409,11,11.007
mel_6:CD3,mel_6,CD3,7.967387603487179,0.036496376505410745,0.7191092254973689,97.93352214150637,7.925925206974356,8.00885
mel_6:CD4,mel_6,CD4,7.998554862053345,3.015504645988532,3.418650372102175,46.187912564373676,7.99073972410669,8.00637
mel_6:CD45,mel_6,CD45,9.351034982531322,0.3865030367316021,2.376553933147944,72.28124750196794,9.684209965062644,9.01786
mel_6:CD56,mel_6,CD56,6.385489312261925,0,0.3124427819684531,83.1919019545947,7.76345862452385,5.00752
mel_6:CD8,mel_6,CD8,6.884400270712751,0.3463688622061271,0.5717497713896054,47.59624900726576,6.755980541425502,7.01282
mel_6:DAPI,mel_6,DAPI,28.5625,68.3435,76.1168014067984,228.012,0,28.5625
mel_6:FOXP3,mel_6,FOXP3,1.004275,0.013333300000000001,0.08513003974167199,49.1688,1,1.00855
mel_6:ICOS,mel_6,ICOS,3.9852660695264683,0.7647056162323277,0.8488532774540496,54.659084011754246,3.960002139052936,4.01053
mel_6:IDO1,mel_6,IDO1,5.966718225745005,1.9241377029827846,1.905602628803737,36.39188273051752,5.917806451490011,6.01563
mel_6:KI67,mel_6,KI67,10.00375,2.37209,3.4977109753843796,157.25,10.000000000000002,10.0075
mel_6:LAG3,mel_6,LAG3,2.2855104038364056,0.4809519037208167,0.5565440888166068,23.119407896972948,2.564810807672811,2.00621
mel_6:MHCI,mel_6,MHCI,11.0036,4.11719,5.622199242853723,146.857,11.000000000000002,11.0072
mel_6:MHCII,mel_6,MHCII,11.004150000000001,0.222222,2.3558148136378043,113.87,11.000000000000002,11.0083
mel_6:MRC1,mel_6,MRC1,5.9915365043534,1.326082834691778,1.755516279182326,112.71554115956695,5.9767430087068,6.00633
mel_6:PCK26,mel_6,PCK26,9.004290000000001,0,0.11382059024702766,43.2685,8.97917,9.02941
mel_6:PD1,mel_6,PD1,1.3130452320482737,0.36971833816630695,0.4294084352586374,26.73997864855735,1.6229504640965475,1.00314
mel_6:PDL1,mel_6,PDL1,0.9948882058611752,0.05000003827679997,0.06516278611002486,18.891497948028192,0.9828764117223504,1.0069
mel_6:S100B,mel_6,S100B,19.969689724112968,44.64094642536059,45.43837378978002,247.31368619819943,19.934579448225936,20.0048
mel_6:SOX10,mel_6,SOX10,2.002295,3.1875,3.181775377747303,25.4902,2,2.00459
mel_6:TGM2,mel_6,TGM2,7.956436946888223,2.7746507543327525,2.568294397462271,61.81247563723968,7.906663893776447,8.00621
mel_6:TIM3,mel_6,TIM3,11.002950000000002,3.776,5.134328307931748,134.292,11.000000000000002,11.0059
