Sample,Spot,MarkerPos,MarkerNeg,auc,thetaOpt,specOpt,sensOpt,precOpt,accOpt,theta0,thetaOrig,spec0,sens0,prec0,acc0,F1,F0
mel_13,1,SOX10,CD8,0.6944793558972385,1.052325,0.7694376528117359,0.5442460576045876,0.8157843328775152,0.6225452690640143,2.7698182252140446,7.946530000000001,7.334963325183374e-4,0.9980450931838916,0.6520221370796083,0.6512794355181502,0.652908067542214,0.7887527036770008
mel_13,1,SOX10,CD4,0.6322772084780819,1.17468,0.5808857808857809,0.6135371179039302,0.8677941176470588,0.6075830995494347,2.7698182252140446,7.946530000000001,0,0.9981285090455396,0.8173690932311622,0.816118337158888,0.7188451699354367,0.8987501755371436
mel_13,1,SOX10,MRC1,0.6815968357361839,1.17603,0.6692307692307692,0.609958902800344,0.9368761009982384,0.61650939386211,2.7698182252140446,7.946530000000001,0,0.9982796521074262,0.8893146019582802,0.8879537532942277,0.7388712011577423,0.9406520172910664
mel_13,1,SOX10,CD3,0.6657833445054361,1.01521,0.6907432515715518,0.5843835616438356,0.459500215424386,0.6577403723539913,2.7698182252140446,7.946530000000001,7.395538025391348e-4,0.9967123287671232,0.30974882928905917,0.3097849188132279,0.5144717800289436,0.4726209808379344
mel_13,2,SOX10,CD8,0.564909159139404,0.5603145,0.8245570252058897,0.2835795836131632,0.7061036789297659,0.5011542708019673,2.7698182252140446,7.946530000000001,2.495632642874969e-4,0.998153122901276,0.5974273942317355,0.5968081903041252,0.40464781983708675,0.7474696674420066
mel_13,2,SOX10,TGM2,0.5509751977740291,0.9625585000000001,0.391260162601626,0.7055351375431562,0.9136140755696568,0.6744956338452274,2.7698182252140446,7.946530000000001,0,0.9986635482793184,0.9011154657823335,0.9000301114122252,0.7962043612141018,0.9473851030110935
mel_13,2,SOX10,CD4,0.5504842468096642,0.9192735000000001,0.43411764705882355,0.656095687479425,0.9255417956656347,0.637157482685938,2.7698182252140446,7.946530000000001,0,0.9986831998244267,0.9145814491005929,0.9134798755394962,0.7678674629165864,0.954783885858162
mel_13,2,SOX10,CD3,0.5842582912300791,0.6703925,0.6946783161239078,0.447928026172301,0.4608695652173913,0.6038341864900131,2.7698182252140446,7.946530000000001,1.5885623510722796e-4,0.9970010905125409,0.36750075369309615,0.3671584863996788,0.4543066500760404,0.5370438358176077
mel_13,3,SOX10,CD8,0.5665990840825431,0.712705,0.631336405529954,0.4695530291231895,0.6533044420368364,0.5348015983644643,2.7698182252140446,7.946530000000001,4.608294930875576e-4,0.9982868712038623,0.5963900260513584,0.5958554037728836,0.5463936208771293,0.7466946240316851
mel_13,3,SOX10,TGM2,0.52471579286392,0.7977995,0.5608108108108109,0.48251669118479124,0.8346055979643766,0.49651519375522724,2.7698182252140446,7.946530000000001,1,0.0014710874731243635,1,0.18000185856333054,0.611501505808117,0.002937853107344633
mel_13,3,SOX10,CD56,0.49792692406203914,1.139765,0.8691189050470488,0.15638031693077564,0.9074410163339383,0.23380726698262244,2.7698182252140446,7.946530000000001,1,0.0013552960800667223,1,0.10984109283523837,0.2667852378835037,0.0027069234773555444
