Sample,Spot,MarkerPos,MarkerNeg,auc,thetaOpt,specOpt,sensOpt,precOpt,accOpt,theta0,thetaOrig,spec0,sens0,prec0,acc0,F1,F0
mel_15,1,SOX10,CD8,0.5656248516545598,1.779595,0.6794625719769674,0.4385701411835386,0.744518103008669,0.5155355682747342,2.7802816207776995,8.03077,0.03326935380678183,0.9594472814659056,0.6788522848034007,0.6635322976287816,0.551984877126654,0.7951207368683096
mel_15,1,SOX10,CD14,0.5739467707741912,1.62942,0.8167006109979633,0.31534526854219946,0.8726114649681529,0.4159852820932134,2.7802816207776995,8.03077,0.03665987780040733,0.9613810741687979,0.7989373007438895,0.7757563368765331,0.46327259064437354,0.8726639582124202
mel_15,1,SOX10,CD56,0.6889110702088349,1.98927,0.6438679245283019,0.6241345202769535,0.8931351733899504,0.6275551921504497,2.7802816207776995,8.03077,0.1179245283018868,0.978486646884273,0.8410201912858661,0.8293131643499592,0.7347889374090246,0.9045605212024231
mel_15,1,SOX10,CD3,0.5695277881382527,1.779595,0.6650463985859478,0.4575884366679346,0.6134625191228965,0.553556827473426,2.7802816207776995,8.03077,0.03314184710561202,0.9573982502852796,0.5349628055260361,0.5298446443172526,0.5241830065359478,0.6863921461685302
mel_15,2,SOX10,CD8,0.5929513292323567,1.66982,0.7323534162493943,0.4088357334635099,0.5027010804321729,0.6035186625194401,2.7802816207776995,8.03077,0.023744144726215475,0.9802294361728093,0.3992047713717694,0.4046461897356143,0.450935522950599,0.5673518400791129
mel_15,2,SOX10,CD14,0.6181004237044422,1.9294950000000002,0.5774086378737542,0.5964550700741962,0.7733832175307322,0.5908825816485226,2.7802816207776995,8.03077,0.03820598006644518,0.9844737565265183,0.7122266401590457,0.7076205287713841,0.673493134745171,0.8265082477794441
mel_15,2,SOX10,MRC1,0.606650291944637,1.865275,0.6410256410256411,0.5239222526787939,0.838150289017341,0.5496695178849145,2.7802816207776995,8.03077,0.03404067197170645,0.9811861450286569,0.782803180914513,0.7729393468118196,0.6447903089779958,0.8708393232334403
mel_15,2,SOX10,CD3,0.5980712226083872,1.6674125000000002,0.7211591033351559,0.43438761776581425,0.38757129990993694,0.6383164852255054,2.7802816207776995,8.03077,0.022689994532531437,0.9791386271870794,0.28926441351888665,0.2989891135303266,0.4096462002221165,0.4465930018416206
mel_15,3,SOX10,CD8,0.6050507977378758,1.3825,0.6944140197152245,0.4872675828617623,0.683583782251205,0.5752325581395349,2.7802816207776995,8.03077,0.002190580503833516,0.9882780921584479,0.573002109210218,0.5695348837209302,0.5689675516224189,0.7254116599910994
mel_15,3,SOX10,CD14,0.6207733264701332,1.4458,0.6742826780021254,0.5050610300684728,0.846979530703944,0.542093023255814,2.7802816207776995,8.03077,0.005844845908607864,0.9918130395951176,0.7807593156784626,0.7760465116279069,0.6327862737784409,0.8737214791502753
mel_15,3,SOX10,CD163,0.6345482795736259,1.490135,0.6572289156626506,0.542507204610951,0.8687125057683434,0.5646511627906977,2.7802816207776995,8.03077,0.004819277108433735,0.9916426512968299,0.8064213733302086,0.8011627906976744,0.6679084619478446,0.889492051182629
mel_15,3,SOX10,CD3,0.6010954551850288,1.381265,0.6594174757281553,0.5127536231884058,0.5021288674425206,0.6005813953488373,2.7802816207776995,8.03077,0.0031067961165048546,0.9855072463768116,0.398406374501992,0.3972093023255814,0.5073856302882548,0.5674232309746329
mel_15,4,SOX10,CD8,0.5393806519990428,1.1038350000000001,0.8642064292922013,0.22129783693843594,0.4586206896551724,0.6443137626861425,2.7802816207776995,8.03077,0.003315554274181923,0.9889073765945646,0.34026717557251906,0.3404154415251826,0.29854096520763185,0.5063183302569928
mel_15,4,SOX10,CD14,0.6264843478225925,1.6077149999999998,0.6086956521739131,0.5840459647247461,0.7850215517241379,0.591197951247273,2.7802816207776995,8.03077,0.011114743380189604,0.996125066809193,0.711354961832061,0.7103291283315945,0.6697824088262335,0.8299933199732799
mel_15,4,SOX10,MRC1,0.5925473023190085,1.573045,0.6058475203552923,0.5366662415508227,0.798027688223023,0.5543962818931992,2.7802816207776995,8.03077,0.009252405625462621,0.9951536793776304,0.7445610687022901,0.7424831641847671,0.6417569010218087,0.8518093990502703
mel_15,4,SOX10,CD3,0.5466185219650327,1.1038350000000001,0.8582180140810877,0.24815618221258134,0.32873563218390806,0.7248411268139998,2.7802816207776995,8.03077,0.003641660597232338,0.9856832971800434,0.216793893129771,0.21834392487906668,0.2828182941903585,0.3554165037152914
mel_15,5,SOX10,CD8,0.5846539099972504,0.9360335,0.7162241887905605,0.437054085155351,0.6637539321915414,0.5594053005817712,2.7802816207776995,8.03077,8.849557522123894e-4,0.9790563866513233,0.5567334118570868,0.5503555268261151,0.5270607826810991,0.7098281328216253
mel_15,5,SOX10,CD14,0.602010628596585,1.04027,0.6766233766233766,0.49023405972558515,0.8591230551626591,0.5273432449903038,2.7802816207776995,8.03077,0.003246753246753247,0.9856335754640839,0.799110064127732,0.7900452488687782,0.6242548818088387,0.8826250361376121
mel_15,5,SOX10,MRC1,0.6270771424140308,1.04566,0.7058823529411765,0.49586518957715714,0.890695067264574,0.5318681318681319,2.7802816207776995,8.03077,0.0022624434389140274,0.9858012170385395,0.8268551236749117,0.8171945701357466,0.6370652500751729,0.8993594306049821
mel_15,5,SOX10,CD3,0.5761921255910106,0.842401,0.7550300767475627,0.3973919011667811,0.4950833689610945,0.6202973497091144,2.7802816207776995,8.03077,8.297033810412777e-4,0.9691146190803019,0.36958513283601624,0.36561085972850677,0.44089091947458603,0.5351018474656561
mel_15,6,SOX10,CD8,0.5921061348526392,0.938048,0.7039603960396039,0.4444204619037341,0.5343887879574357,0.5915084634807818,2.7802816207776995,8.03077,9.900990099009901e-4,0.9976257284696741,0.4329336830273511,0.4328065089310764,0.4852698562337968,0.6038278137043569
mel_15,6,SOX10,MRC1,0.601762312589201,1.0888,0.6372772955687529,0.5121119473189087,0.8457953000582638,0.5377349668007108,2.7802816207776995,8.03077,0.001827318410232983,0.9984713076199435,0.7953353315848632,0.794444963995137,0.6379550281989307,0.8854014598540145
mel_15,6,SOX10,CD163,0.6177103814819155,1.16291,0.5953703703703703,0.5803351693425525,0.8499828355647099,0.5833722996352754,2.7802816207776995,8.03077,0.0023148148148148147,0.9985936950662135,0.798145372798801,0.7973440568596278,0.6897416254613831,0.8871882971523766
mel_15,6,SOX10,CD3,0.5766982911402696,0.840213,0.755865567533291,0.3871082621082621,0.3608897742363878,0.6590292714860189,2.7802816207776995,8.03077,0.001014584654407102,0.9967948717948718,0.26217684526039714,0.26250818292340783,0.37353951890034365,0.4151587066152477
mel_15,7,SOX10,CD56,0.6880247445477526,1.45308,0.42355889724310775,0.8428835489833642,0.6647230320699709,0.6648936170212766,2.7802816207776995,8.03077,0.06015037593984962,0.9959950708564387,0.589640707641802,0.598758865248227,0.7432762836185819,0.740749226715546
mel_15,7,SOX10,CD14,0.6058264582647991,1.1056599999999999,0.6283783783783784,0.5720291479820628,0.7260761294912843,0.5927304964539007,2.7802816207776995,8.03077,0.005308880308880309,0.9590807174887892,0.6241108881998906,0.6086879432624114,0.6399122119454461,0.7561595403822781
mel_15,7,SOX10,CD8,0.5117186680024808,0.779382,0.7607843137254902,0.2951338199513382,0.7682077264091197,0.42145390070921984,2.7802816207776995,8.03077,0.0032679738562091504,0.9630170316301703,0.7218675907349991,0.7026595744680851,0.426436983652663,0.8251850307515897
mel_15,7,SOX10,CD3,0.49972438969064653,0.7783625,0.7536231884057971,0.3024085637823372,0.6444866920152091,0.4845744680851064,2.7802816207776995,8.03077,0.0030742204655248135,0.9553969669937555,0.5859930694875068,0.5709219858156028,0.41165755919854286,0.7264300248699977
mel_15,8,SOX10,CD8,0.5582090445949267,0.464027,0.6101800124146493,0.5061108686163247,0.7869019341703427,0.5331826255449701,2.7802816207776995,8.03077,0,0.9829768659973811,0.7365494685200327,0.7272727272727273,0.6160180634878469,0.8421052631578947
mel_15,8,SOX10,CD163,0.7131022424287718,0.6219220000000001,0.6661721068249258,0.6671498459865918,0.9424110570770412,0.6670434361375747,2.7802816207776995,8.03077,0,0.9858670048921906,0.8897792313982011,0.8785725819473599,0.7812433694037768,0.9353618703799209
mel_15,8,SOX10,CD4,0.5798139537431061,0.4793095,0.6318181818181818,0.5065967829387312,0.9202232435981615,0.5199418698530599,2.7802816207776995,8.03077,0,0.9859027652268209,0.8920686835650041,0.880833198772808,0.6534561137661732,0.9366414835164835
mel_15,8,SOX10,CD3,0.5479714153988013,0.336681,0.7323529411764705,0.3964251516118736,0.6026200873362445,0.5624091716454062,2.7802816207776995,8.03077,0,0.975103734439834,0.49959116925592806,0.4932988858388503,0.4782441278398151,0.6606833910034602
mel_15,9,SOX10,CD8,0.5828876288617421,0.5503625000000001,0.7375190387544424,0.4104188665962689,0.6005665722379604,0.5771719437494608,2.7802816207776995,8.03077,0,0.999120028159099,0.489987916450889,0.4897765507721508,0.4876110820700471,0.657516794069956
